words,sentiment_coeff
ts_of,-61.17400366278129
living_together,-50.66920907705276
with_kids,-43.76382011145678
and_dogs,-57.01537922486162
harrell_harrell,-63.622365013006245
harriet_harriet,-83.49922495445774
goodwin_goodwin,-85.02913764157005
police,-48.434877360814134
position,-33.58705222305153
hartman,-83.12416479570282
j_chiropr,-45.57437817033845
chiropractic,-61.0321521581948
hartman_hartman,-63.75320074064915
1/2,-44.91586019120646
harrisburg,-76.3423537469081
block,-66.3809500240137
dirty,-44.792286304384355
acocks_green,-54.869806547081936
balsall_heath,-65.38609020259128
black_country,-53.20017218510267
comment,-64.41922164931434
harrisburg_harrisburg,-85.397099838779
harriet,-89.6802630650688
jewellery_quarter,-53.36598530170085
government,-82.40037414140028
kings_heath,-56.62723729801382
poetry,-54.67361026747808
top_each,-29.022062658666034
optional,-19.608850457279917
hagarville_hagarville,-61.25250354412985
mother_f,-45.31410637832387
griffithville,-78.9677074887381
griffithville_griffithville,-84.60973874841523
ms_gregory,-88.16907693861202
mississippi_greenville,-75.67575580259108
greenville_greenville,-70.90800665228647
greenbrier,-86.54996972096578
greenbrier_greenbrier,-68.37744621100718
gravelly,-49.57621903761532
gravelly_gravelly,-80.83282102035783
grapevine_grapevine,-71.34109958949308
grady,-59.26776829923774
grady_grady,-61.12766150730981
gould,-38.821503956234274
gould_gould,-78.21551441267393
nebraska,-50.82960391758645
now_in,-26.4018001742173
goshen,-66.79849192217264
goshen_goshen,-72.79867962097065
goodwin,-63.56309499219487
grubbs_grubbs,-77.92789915031612
grubbs,-72.40582610958693
guion_guion,-74.05382534788257
balsamic,-29.977443520176486
ckers,-41.21673761159034
there_were,-33.451918370983165
guy,-56.95545432085387
cured_meats,-37.96194110669721
meet,-63.3936573253945
sea,-59.77636985957158
peach,-34.26781103581884
sweet,-36.72333484773437
guy_guy,-43.95746809674903
guion,-59.02493979887017
into_the,-44.83752553099239
ms_gurdon,-80.28648893569596
assisted_gps,-22.976269341360695
mississippi_gunnison,-83.24265097100238
become_a,-36.08176253622836
certified_dog,-32.972416056897224
training_for,-43.89648372643908
gunnison_gunnison,-66.17115221602965
crumrod_crumrod,-68.49880589396113
randolph,-37.4342547788158
smoked_prosciutto,-49.67277250957336
alix_alix,-82.53592563013689
alligator_alligator,-63.70138298060257
mississippi_alligator,-55.96982807465242
ms_almyra,-52.35125901985116
bonnerdale,-64.39872295728738
alpine_alpine,-64.89740998487295
alpine,-77.13786372822194
altheimer_altheimer,-48.16271327225371
altheimer,-86.43382338889371
altus_altus,-51.66385420411284
altus,-81.20265155647856
amagon_amagon,-84.72782396410963
amagon,-92.74612723450099
amity_amity,-73.93646567009873
amity,-61.355248924432836
antoine_antoine,-56.22736087303908
antoine,-53.28278168414255
arkadelphia_arkadelphia,-75.98327977370047
arkadelphia,-87.0706073419687
atkins_atkins,-65.3403917235217
alix,-77.9697285066212
alicia_alicia,-48.313852875887754
s1850m_radar,-45.00381665823007
alexander_alexander,-73.58692753310551
branch_branch,-53.0464218220344
ms_bradford,-73.1094891220218
mississippi_boyle,-87.13564520418947
terri_nunn,-51.33263507127702
lincoln,-66.9679254051305
boyle_boyle,-63.32775887441672
booneville,-66.48268507631076
edwards,-58.257058959741165
music_hall,-42.7371000517954
castle,-64.64532394852982
theater,-76.98409903321578
hall,-43.531290371440996
fair,-78.98761112889626
bay,-49.616070559271115
booneville_booneville,-52.03513500570838
bono_bono,-67.81489324995813
adona_adona,-43.94289082804128
general_discussions,-70.31221041647565
adona,-72.85694933356072
atkins,-78.79706373400532
aubrey_aubrey,-87.2547055646658
aubrey,-72.65057859775442
augusta_augusta,-62.68229876260027
beirne,-62.495469093912824
belleville_belleville,-85.325801517696
belleville,-58.66417257885871
benoit_benoit,-58.016496339201446
mississippi_benoit,-87.21351677435617
ms_benton,-70.37736667374313
bluffton,-86.0192242166648
beulah_beulah,-55.89085564330885
mississippi_beulah,-68.34874332886778
ms_big,-67.74744357791188
flat_big,-56.413135468442206
big_flat,-60.1632188832229
bigelow_bigelow,-69.78485044199914
bigelow,-31.27281913514287
biscoe_biscoe,-67.61948779710602
biscoe,-76.4081259793527
bismarck_bismarck,-59.609445638347744
bismarck,-35.649738225603585
bluffton_bluffton,-44.56016772155824
beirne_beirne,-76.24422593098237
beedeville,-72.28603690335036
beedeville_beedeville,-93.36207001206816
bates,-74.7101272751207
augusta,-68.04793720189723
austin_austin,-59.134208315724365
austin,-64.2286136890915
bonnerdale_bonnerdale,-71.02955118121702
banks_banks,-82.9789801735678
barton_barton,-79.20376678950026
barton,-70.40180251757708
bates_bates,-80.46308166290824
batesville_batesville,-29.285753639740197
boles_boles,-70.80246840073428
batesville,-89.80541859270251
bauxite_bauxite,-78.18220171218474
bauxite,-45.573800046047566
bearden_bearden,-61.55752527198316
bearden,-50.8162568998713
boles,-50.4969376093023
beebe_beebe,-73.06062290384821
beebe,-52.98048867893366
list,-46.727497208030904
down_the,-60.47626998818059
salty,-38.04308447603884
cleveland_cleveland,-48.45165496355951
mississippi_clarksdale,-80.32269403621007
clarksdale_clarksdale,-66.99568347171478
clarendon,-78.91765174436391
economics,-59.09536161796252
clarendon_clarendon,-61.88601462639246
choctaw,-110.70858747509807
choctaw_choctaw,-73.71315915082971
chidester,-83.53981788776568
chidester_chidester,-70.5373406703091
cherry_valley,-54.7917171742281
valley_cherry,-68.51440741886644
ms_cherry,-78.35689133916829
mississippi_chatham,-102.30343175648082
chatham_chatham,-52.768775441070936
charlotte,-66.31407308753053
charlotte_charlotte,-70.2885550396561
italy,-55.79393992845456
charleston,-82.41774793878058
charleston_charleston,-69.44445746783352
ms_clarksville,-64.0795214090797
cleveland_mississippi,-67.85983213095352
also_shut,-54.46908490514172
cleveland_ms,-61.070277894267925
coy,-66.90391804279153
coy_coy,-98.31394698546124
cord,-76.82332105487764
cord_cord,-76.71695415771518
conway,-47.963640843635865
conway_conway,-62.45364932333369
concord,-99.41817632190752
concord_concord,-74.53447859382503
compton,-80.85035026539789
compton_compton,-77.95076381715359
combs,-59.316098979541884
new_brunswick,-35.65322104301608
combs_combs,-72.52357064277429
indianapolis,-22.783487477592338
columbus_columbus,-79.42692858914596
ohio,-76.26312543755847
colt_colt,-48.07195106035252
francis,-81.91162574129214
clinton_clinton,-71.62561008571807
centerville,-82.48848695454923
centerville_centerville,-73.46913206592433
cecil,-84.82790437260144
cecil_cecil,-71.20900639537716
bryant_bryant,-74.80603685407314
brockwell,-39.39830198554971
brockwell_brockwell,-71.37976305000696
trade,-71.62224620582673
active,-56.2103730466988
brinkley,-88.49713380871837
brinkley_brinkley,-57.03840878102852
red,-59.99462059577225
goat_cheese,-52.764542338566464
briggsville,-91.6284725615672
briggsville_briggsville,-44.40388436166641
rosemary,-44.378088157993396
branch,-55.09324615607175
pet,-29.055364767899324
yes_there,-46.95380825290638
the_sampson,-58.80334326657519
radar_but,-70.53259220428205
engines_must,-65.95645891818695
stop_and,-72.69896789672073
buckner_buckner,-96.10914724696492
buckner,-60.11573611962385
cabot_cabot,-65.3845742445435
carlisle,-74.91917958950596
shasta,-47.03452148369851
casscoe,-82.66172606013498
casscoe_casscoe,-53.0400280066219
cash_cash,-89.42325768796312
casa_casa,-69.32608919344624
carthage,-53.7786336697918
southeastern,-74.14126194617508
carthage_carthage,-80.18815911270674
carlisle_carlisle,-81.25235590608276
cabot,-56.40912896962068
camden,-94.9415987221693
camden_camden,-67.03108667070696
calion,-57.76608102725308
calion_calion,-65.8416466410163
cale,-79.49681201358818
cale_cale,-53.0525048329555
caldwell,-54.327222439724544
caldwell_caldwell,-57.238472626499366
sausage,-44.67605053139992
pork,-46.48377218588353
ponca,-45.649200109398
newark_newark,-65.20840003688302
am_main,-68.78620539602841
nashville,-49.3935484699567
because_this,-36.77101795152407
nashville_nashville,-65.45789657486829
bei,-52.4866674713708
baden,-43.38495203690041
murfreesboro,-54.14987872308239
because,-54.56114097556904
murfreesboro_murfreesboro,-63.58896673567119
mulberry,-70.36764345254463
mulberry_mulberry,-35.76108417850453
bayou_ms,-56.8048485877989
mississippi_mound,-66.3693994524876
why_you,-38.65038781598264
on_shreem,-42.536681168617186
no_short,-36.81436371581562
moscow_moscow,-52.088116303488434
baba,-43.27930669140552
financial_abundance,-45.0843098726061
hamburg,-58.23440641657637
newark,-69.83055350235087
morrilton_morrilton,-60.784679242262804
newhope_newhope,-65.6982534526285
okolona_okolona,-59.262827920846185
ogden,-65.02080991007972
ogden_ogden,-68.80096226883423
oden,-68.90289466083554
oden_oden,-78.8451124428675
oark,-88.87038676209036
oark_oark,-71.78234927981033
rock_north,-69.71693731267456
norphlet,-49.63602910625131
frog_rock,-45.00926838692973
creek,-51.32108780882583
falls,-55.06709355787058
norphlet_norphlet,-83.03463571505868
norman_norman,-60.92204602365247
it_up,-26.184067053209706
norfork,-77.48009810753102
norfork_norfork,-66.49525439879828
newport_newport,-64.89182078404046
newhope,-80.66385216810379
god,-39.360077432768655
moro,-41.055118939939376
harvey_harvey,-64.05479389604952
before,-48.6389153277513
metcalfe_ms,-66.66931973718789
maurizio_pompili,-27.398270538887196
metcalfe_mississippi,-43.976542790441435
ms_metcalfe,-79.23358577179694
offlunch,-44.36452867924161
mississippi_merigold,-77.69028958028235
ceo,-35.32235001424016
merigold_merigold,-82.5638852335267
menifee,-57.872136956790456
menifee_menifee,-85.99513754572362
mellwood,-93.91648005944644
mellwood_mellwood,-52.15192727548948
melbourne_melbourne,-59.892766917064456
mayflower,-74.4979429828683
mayflower_mayflower,-68.60477808406667
cross,-75.58038846635036
maumelle,-71.09780658966199
maumelle_maumelle,-52.181684475953816
marvell,-46.93863489656932
minturn_minturn,-61.22531852804807
minturn,-58.25126703873496
quantum_sound,-43.29673890164116
monroe_monroe,-72.4872326935482
moro_moro,-59.713371788973525
prosperity,-48.52290783606342
opportunity,-41.807392900237424
june_2012,-43.90671372279411
forest,-63.875054506092226
montrose,-79.35984392106373
once,-45.32482651181023
montrose_montrose,-66.09480392220209
happiness,-66.30719286598732
technique,-43.680347726971824
advance,-59.83211114557752
demand,-46.74797873014206
monticello,-85.89910275409648
events,-49.11885066684004
when_i,-37.582720324098645
running,-54.0812441793111
monticello_monticello,-43.11197507478178
financial,-69.86870252672138
monroe,-60.36386424399384
okolona,-63.91107299114859
ola_ola,-85.95713981409001
ola,-79.83996702402565
pettigrew,-62.64420261292566
perryville,-56.300816052249054
wealth_abundance,-22.71357325824703
perryville_perryville,-66.72291385070172
abundance_powerspots,-39.62174854889994
perry_perry,-73.4978541703566
june_2019,-29.44072613221529
register_now,-46.27167551343906
!_free,-42.99035299830957
1_meditation,-58.84072307404844
pelsor,-39.28564879327406
teachings_plus,-63.04493276520465
pelsor_pelsor,-66.09759771756126
s_shreem,-62.68988905589686
brzee_other,-58.44437167480309
money_manifesting,-55.735227264525314
pearcy,-70.92130442158258
pearcy_pearcy,-78.91642096177283
am,-49.86263883185123
patterson,-48.62835696525102
pettigrew_pettigrew,-63.996538741761896
pickens_pickens,-77.09443703645367
oneida_oneida,-81.56250297202175
pickens,-73.96807742272321
ponca_ponca,-58.922021259516484
prosciutto_mushrooms,-14.135517549667417
blevins_blevins,-74.04026432766297
sauce_with,-5.162033005285
beach_road,-40.61851206060533
by_jen,-42.72628896846392
kingwell_for,-37.66379201241984
moda,-44.83595336425884
plumerville_plumerville,-67.41571322335467
plainview,-49.6834519898526
western,-53.74160999103826
plainview_plainview,-70.06512738529058
you_will,-34.25225994257468
pineville,-51.28947977057841
pineville_pineville,-86.36942925558321
it_is,-52.551206012621414
pindall,-58.85014024230518
thin,-30.703678540091254
pindall_pindall,-54.73860637014129
patterson_patterson,-73.65246549855648
the_golden,-54.415430462835786
parthenon,-88.09698303172627
parthenon_parthenon,-83.8366335585196
technology_miracles,-59.601076831904805
money_miracle,-71.83960096844919
events_spirituality,-63.2922610859183
thought_manifestation,-52.71194869159115
final,-52.39336074789687
johnson,-62.42708791587263
office,-82.67621807826796
ge,-60.002383466260525
joe,-43.32541283428066
ozone_ozone,-60.53648173741839
ozark,-81.34500856459418
ozark_ozark,-67.33570600584123
global,-57.452472527214226
ozan,-47.7913742401347
ozan_ozan,-65.01722424791156
onia,-35.38219666282315
kilometers_from,-58.33606608497393
onia_onia,-93.02163172185799
oneida,-67.34848106331789
mind_sound,-62.47977420911832
ozone,-66.06051061989577
of_attraction,-57.87803954985195
pangburn,-89.21626253926102
paron,-83.94562390122825
techniques_teachings,-49.76293234364399
paron_paron,-56.404476217067234
parks,-65.09494048791741
parks_parks,-58.84790961487466
parkin,-64.48305410089102
parkin_parkin,-55.273839770486056
paris_paris,-88.907824583051
pangburn_pangburn,-55.23442831249095
law,-48.09777490569216
miracle_testimonials,-68.72571764113536
ms_palestine,-44.486748888507506
powerspot_trip,-48.13276150006857
mississippi_pace,-88.13759863943767
pace_pace,-60.34436794870977
arut_perum,-35.82768554493227
enlightenment_evolution,-81.25889407520722
boson_mantra,-91.55496954172855
marvell_marvell,-60.405698180905155
marshall,-66.13161770590466
marshall_marshall,-68.69080536322832
indianola_indianola,-53.73072302949783
huntsville,-57.80170087206105
huntsville_huntsville,-71.76229562067799
hunter_hunter,-61.565564735458004
kale,-68.62815551592251
humphrey,-75.66685665827441
humphrey_humphrey,-86.65821455845185
leek,-49.03040416087366
soup,-61.681835033630485
library,-56.37408746188107
humnoke,-95.54644235460553
humnoke_humnoke,-66.99555932455779
hoxie,-79.46906644059352
monday,-83.82544569944324
hoxie_hoxie,-84.28586476347316
houston_houston,-83.00837023953262
spinach,-70.55315600647644
maple,-66.14993267745848
springs_village,-72.6457289172233
village_hot,-68.96372551052255
ida_ida,-30.980719315038648
mississippi_indianola,-76.55304391122834
mondays,-57.28245141058083
ms_inverness,-67.45475099087386
jefferson,-72.5316446371531
grow,-57.57139108036945
jefferson_jefferson,-68.00865481394939
jasper,-56.628192774093264
farmgirl_friday,-57.4664318198825
homesteading,-59.06024796542473
store,-57.45558778571568
jasper_jasper,-60.11019039746207
jacksonville,-62.41652093982986
aid,-58.70205346867532
jacksonville_jacksonville,-61.41150412789345
jacksonport,-62.7591778360545
door,-57.58843430287122
jacksonport_jacksonport,-83.10718870586709
ivan_ivan,-82.11217102353375
inverness_ms,-83.47281287160523
great_american,-65.75371370594355
inverness_mississippi,-102.95478271775103
gulf,-65.37581673767188
springs_national,-79.15815865843804
national_hot,-60.14452309443253
outside,-46.680773584717635
hope_hope,-78.9183548317689
hector,-60.70464056487471
hector_hector,-42.77005383808953
hazen,-84.13499511962098
hazen_hazen,-73.30568588900337
haynes,-61.770176828585335
haynes_haynes,-64.06037985300921
france,-81.73081569614658
havana,-75.53385873082036
greece,-62.38675245886131
havana_havana,-60.29508610830809
hungary,-59.06306170403433
indonesia,-66.82965177336516
japan,-61.511517659961136
hattieville,-69.73033496326596
train_a,-44.057789547714805
puppy,-40.03524829199672
hattieville_hattieville,-66.1858616608677
hasty,-76.60822656507644
hasty_hasty,-72.49597063945573
helena_helena,-32.38537959001734
las_vegas,-56.63957496860654
helena,-63.43892615121528
higginson,-60.42286762470842
ridge_ms,-59.609758774675164
dubai,-64.57415228325794
mississippi_holly,-70.22684853526458
christ,-43.62206885399549
innovation,-45.959617510633464
hindsville,-88.10618728591614
hindsville_hindsville,-68.36120302198772
photos,-52.15219197160116
higginson_higginson,-36.21998388988987
hensley_hensley,-54.576882743427824
higden,-81.24051825689912
higden_higden,-60.14801097286473
hermitage,-77.08247109951431
hermitage_hermitage,-70.39270866146217
czech,-68.71686265254365
hensley,-66.1229990445727
denmark,-54.072965198674964
delhi,-69.86657456185202
diet,-61.54062167115417
crafts,-63.5008684220771
marianna,-73.84622948983822
lonsdale_lonsdale,-82.07267942038257
lonoke,-66.89899036191404
lonoke_lonoke,-61.38449336449046
london_london,-49.85769765118842
lexa,-58.00267221728499
lexa_lexa,-69.4229611892284
lewisville,-63.42802157251091
lewisville_lewisville,-67.45209470960435
elite,-77.70847552263899
letona,-61.727291450160806
letona_letona,-70.16156815993355
know,-27.95045109020611
leslie,-53.066387238511986
leslie_leslie,-67.12247175798275
ms_leola,-62.76986712776554
fashion,-59.028600542725016
until,-50.18372211322769
mississippi_leland,-83.61003402158971
things,-51.01009667470573
leland_leland,-80.3404199880222
on_top,-38.25356029387431
lonsdale,-70.01109678118372
jersey_jersey,-76.9680892513457
class,-62.55290483109281
marianna_marianna,-65.9935554149279
marcella,-45.67970841976443
marcella_marcella,-56.65677828491955
malvern,-72.8335846842275
malvern_malvern,-71.96786774325048
magness,-47.24657597584684
magness_magness,-71.9754276446982
magazine_magazine,-53.53885334557626
madison_madison,-60.01153961403175
copyright_2018,-25.813920800018128
mabelvale,-56.16737908326272
mabelvale_mabelvale,-47.55623946080294
lynn,-88.08703351267793
coffee,-72.83939816262247
lynn_lynn,-83.2465532531714
louann,-58.088301627671505
perfect,-44.23405367911758
louann_louann,-62.957795688910636
uk,-62.53806691130534
through,-42.93979441885706
langley_langley,-88.68833058224297
phil_collins,-48.29765427240162
duran,-48.05242695031418
kingsland_kingsland,-48.800416487806416
keo,-65.48504206818714
keo_keo,-88.43966529324359
all_over,-46.812645796450155
kensett,-70.64805194819387
carrots,-56.82371944981375
kensett_kensett,-70.53195551681675
judsonia,-56.481330836017314
seeds,-62.44764585640773
cookie,-67.58409260314734
judsonia_judsonia,-70.25832443404667
jonesboro,-48.75288518297493
jonesboro_jonesboro,-69.32185141740314
jessieville,-96.3926479641975
jessieville_jessieville,-90.84651270650647
jerusalem_jerusalem,-71.66505569849029
gardening,-72.94718652880333
county,-58.198317517847265
jersey,-75.73104543384437
kingsland,-59.24123002744491
veterinary,-44.91518496684997
kingston_kingston,-104.54937024093779
knoxville_knoxville,-90.79331221841919
bob,-75.91345053269923
laneburg,-58.43813760315391
laneburg_laneburg,-79.80681981964779
lambrook,-70.16506874383444
lambrook_lambrook,-70.28530798758872
lamar,-56.29803099197553
lamar_lamar,-66.35162192747372
knoxville,-67.28318637262151
kirby,-73.88273284544627
assistance_dog,-37.034655729848446
horse,-69.624681775314
kirby_kirby,-59.279651525166756
kingston,-39.667616936893396
manor_house,-50.91482190686237
at_bournville,-43.39337977476769
park_west,-44.217715518079
midlands,-44.40524019087474
job,-47.906984571809744
plumerville,-63.677086273740485
